response_id,row_id,source_col,kommun,token
92_Q7_1_TXT,92,Q7_1_TXT,Ludvika,gränges
93_Q7_1_TXT,93,Q7_1_TXT,Avesta,tyttbo
96_Q7_1_TXT,96,Q7_1_TXT,Mora,fulåberg
99_Q7_1_TXT,99,Q7_1_TXT,Hedemora,slussen
100_Q7_1_TXT,100,Q7_1_TXT,Ludvika,harnässkogen
103_Q7_1_TXT,103,Q7_1_TXT,Mora,hemus
104_Q7_1_TXT,104,Q7_1_TXT,Gagnef,djurmo
104_Q7_1_TXT,104,Q7_1_TXT,Gagnef,klack
105_Q7_1_TXT,105,Q7_1_TXT,Falun,falu
105_Q7_1_TXT,105,Q7_1_TXT,Falun,gruva
107_Q7_1_TXT,107,Q7_1_TXT,Avesta,älvpromenaden
108_Q7_1_TXT,108,Q7_1_TXT,Gagnef,ee
111_Q7_1_TXT,111,Q7_1_TXT,Mora,elljusspåret
111_Q7_1_TXT,111,Q7_1_TXT,Mora,hindriksheden
111_Q7_1_TXT,111,Q7_1_TXT,Mora,rödmyren
113_Q7_1_TXT,113,Q7_1_TXT,Sater,hem
116_Q7_1_TXT,116,Q7_1_TXT,Sater,nya
116_Q7_1_TXT,116,Q7_1_TXT,Sater,hem
117_Q7_1_TXT,117,Q7_1_TXT,Rattvik,siljan
119_Q7_1_TXT,119,Q7_1_TXT,Ludvika,hemmaskogen
121_Q7_1_TXT,121,Q7_1_TXT,Falun,sommarstugan
122_Q7_1_TXT,122,Q7_1_TXT,Gagnef,össjubuan
124_Q7_1_TXT,124,Q7_1_TXT,Leksand,laknäs
124_Q7_1_TXT,124,Q7_1_TXT,Leksand,ångbåtsbrygga
125_Q7_1_TXT,125,Q7_1_TXT,Borlange,håsjön
126_Q7_1_TXT,126,Q7_1_TXT,Mora,grönklitt
127_Q7_1_TXT,127,Q7_1_TXT,Hedemora,kläppen
128_Q7_1_TXT,128,Q7_1_TXT,Leksand,solvändan
128_Q7_1_TXT,128,Q7_1_TXT,Leksand,leksand
131_Q7_1_TXT,131,Q7_1_TXT,Ludvika,frid
132_Q7_1_TXT,132,Q7_1_TXT,Smedjebacken,jaktmark
135_Q7_1_TXT,135,Q7_1_TXT,Mora,järpesbo
138_Q7_1_TXT,138,Q7_1_TXT,Vansbro,gensen
139_Q7_1_TXT,139,Q7_1_TXT,Malung-Salen,lyån
144_Q7_1_TXT,144,Q7_1_TXT,Mora,venjan
145_Q7_1_TXT,145,Q7_1_TXT,Mora,bäcksta
146_Q7_1_TXT,146,Q7_1_TXT,Leksand,barkdal
148_Q7_1_TXT,148,Q7_1_TXT,Avesta,hemmaskogen
150_Q7_1_TXT,150,Q7_1_TXT,Malung-Salen,ripfjället
152_Q7_1_TXT,152,Q7_1_TXT,Borlange,bergebo
156_Q7_1_TXT,156,Q7_1_TXT,Avesta,vattentornet
160_Q7_1_TXT,160,Q7_1_TXT,Vansbro,udden
161_Q7_1_TXT,161,Q7_1_TXT,Borlange,älven
162_Q7_1_TXT,162,Q7_1_TXT,Falun,klockarnäs
163_Q7_1_TXT,163,Q7_1_TXT,Malung-Salen,gimmen
164_Q7_1_TXT,164,Q7_1_TXT,Leksand,källan
165_Q7_1_TXT,165,Q7_1_TXT,Mora,alderängarna
166_Q7_1_TXT,166,Q7_1_TXT,Avesta,andersbenning
167_Q7_1_TXT,167,Q7_1_TXT,Ludvika,högbergets
167_Q7_1_TXT,167,Q7_1_TXT,Ludvika,elljusspår
169_Q7_1_TXT,169,Q7_1_TXT,Falun,mjölnarbo
173_Q7_1_TXT,173,Q7_1_TXT,Mora,prästholmen
176_Q7_1_TXT,176,Q7_1_TXT,Falun,rogsån
178_Q7_1_TXT,178,Q7_1_TXT,Smedjebacken,göberget
179_Q7_1_TXT,179,Q7_1_TXT,Avesta,hemma
179_Q7_1_TXT,179,Q7_1_TXT,Avesta,skogen
180_Q7_1_TXT,180,Q7_1_TXT,Ludvika,saxen
181_Q7_1_TXT,181,Q7_1_TXT,Mora,isunda
182_Q7_1_TXT,182,Q7_1_TXT,Mora,siljan
182_Q7_1_TXT,182,Q7_1_TXT,Mora,strand
182_Q7_1_TXT,182,Q7_1_TXT,Mora,nusnäs
183_Q7_1_TXT,183,Q7_1_TXT,Mora,kolonilotten
184_Q7_1_TXT,184,Q7_1_TXT,Ludvika,rännbacken
188_Q7_1_TXT,188,Q7_1_TXT,Falun,plats
188_Q7_1_TXT,188,Q7_1_TXT,Falun,på
188_Q7_1_TXT,188,Q7_1_TXT,Falun,jorden
190_Q7_1_TXT,190,Q7_1_TXT,Avesta,rembospåret
192_Q7_1_TXT,192,Q7_1_TXT,Borlange,gyllbergen
193_Q7_1_TXT,193,Q7_1_TXT,Vansbro,kantarellskogen
195_Q7_1_TXT,195,Q7_1_TXT,Borlange,mellsta
196_Q7_1_TXT,196,Q7_1_TXT,Borlange,tansen
198_Q7_1_TXT,198,Q7_1_TXT,Rattvik,axi
198_Q7_1_TXT,198,Q7_1_TXT,Rattvik,fäbod
204_Q7_1_TXT,204,Q7_1_TXT,Ludvika,lyckoplatsen
206_Q7_1_TXT,206,Q7_1_TXT,Alvdalen,grövveldammen
206_Q7_1_TXT,206,Q7_1_TXT,Alvdalen,stortjärn
208_Q7_1_TXT,208,Q7_1_TXT,Rattvik,stranden
208_Q7_1_TXT,208,Q7_1_TXT,Rattvik,stumsnäs
210_Q7_1_TXT,210,Q7_1_TXT,Vansbro,gräsberget
211_Q7_1_TXT,211,Q7_1_TXT,Sater,hem
212_Q7_1_TXT,212,Q7_1_TXT,Falun,amungen
213_Q7_1_TXT,213,Q7_1_TXT,Falun,promenaden
214_Q7_1_TXT,214,Q7_1_TXT,Leksand,åhlby
214_Q7_1_TXT,214,Q7_1_TXT,Leksand,badet
215_Q7_1_TXT,215,Q7_1_TXT,Alvdalen,mössi
216_Q7_1_TXT,216,Q7_1_TXT,Hedemora,norn
217_Q7_1_TXT,217,Q7_1_TXT,Smedjebacken,uvbergsbacken
218_Q7_1_TXT,218,Q7_1_TXT,Falun,hemma
218_Q7_1_TXT,218,Q7_1_TXT,Falun,natur
220_Q7_1_TXT,220,Q7_1_TXT,Hedemora,hem
221_Q7_1_TXT,221,Q7_1_TXT,Alvdalen,gröntjätnsrundan
222_Q7_1_TXT,222,Q7_1_TXT,Leksand,buffils
222_Q7_1_TXT,222,Q7_1_TXT,Leksand,anna
223_Q7_1_TXT,223,Q7_1_TXT,Orsa,koppången
224_Q7_1_TXT,224,Q7_1_TXT,Falun,källslätten
227_Q7_1_TXT,227,Q7_1_TXT,Vansbro,mittsjöbo
228_Q7_1_TXT,228,Q7_1_TXT,Falun,ryssjön
229_Q7_1_TXT,229,Q7_1_TXT,Smedjebacken,stugan
230_Q7_1_TXT,230,Q7_1_TXT,Avesta,skogen
231_Q7_1_TXT,231,Q7_1_TXT,Vansbro,kringlan
232_Q7_1_TXT,232,Q7_1_TXT,Borlange,idre
232_Q7_1_TXT,232,Q7_1_TXT,Borlange,fjäll
233_Q7_1_TXT,233,Q7_1_TXT,Falun,runt
233_Q7_1_TXT,233,Q7_1_TXT,Falun,sjön
236_Q7_1_TXT,236,Q7_1_TXT,Ludvika,husvagnen
237_Q7_1_TXT,237,Q7_1_TXT,Mora,fåsås
247_Q7_1_TXT,247,Q7_1_TXT,Orsa,vallsjöarna
248_Q7_1_TXT,248,Q7_1_TXT,Rattvik,hemma
250_Q7_1_TXT,250,Q7_1_TXT,Leksand,gråbuan
254_Q7_1_TXT,254,Q7_1_TXT,Mora,öje
255_Q7_1_TXT,255,Q7_1_TXT,Sater,grunddagssätern
255_Q7_1_TXT,255,Q7_1_TXT,Sater,rävtjärn
256_Q7_1_TXT,256,Q7_1_TXT,Alvdalen,rymdalen
257_Q7_1_TXT,257,Q7_1_TXT,Borlange,mellsta
258_Q7_1_TXT,258,Q7_1_TXT,Ludvika,stugan
261_Q7_1_TXT,261,Q7_1_TXT,Mora,öjvassla
261_Q7_1_TXT,261,Q7_1_TXT,Mora,vedungsfjället
262_Q7_1_TXT,262,Q7_1_TXT,Hedemora,långshyttan
264_Q7_1_TXT,264,Q7_1_TXT,Orsa,grönklitt
265_Q7_1_TXT,265,Q7_1_TXT,Falun,storbo
266_Q7_1_TXT,266,Q7_1_TXT,Vansbro,van
266_Q7_1_TXT,266,Q7_1_TXT,Vansbro,skogen
268_Q7_1_TXT,268,Q7_1_TXT,Malung-Salen,fjällboende
269_Q7_1_TXT,269,Q7_1_TXT,Leksand,plintsbergets
269_Q7_1_TXT,269,Q7_1_TXT,Leksand,utsiktsplats
270_Q7_1_TXT,270,Q7_1_TXT,Borlange,byn
272_Q7_1_TXT,272,Q7_1_TXT,Leksand,strandpromenaden
274_Q7_1_TXT,274,Q7_1_TXT,Mora,fäbod
275_Q7_1_TXT,275,Q7_1_TXT,Vansbro,opsaheden
276_Q7_1_TXT,276,Q7_1_TXT,Borlange,fulufjället
277_Q7_1_TXT,277,Q7_1_TXT,Falun,fläck
278_Q7_1_TXT,278,Q7_1_TXT,Leksand,sätergläntan
279_Q7_1_TXT,279,Q7_1_TXT,Falun,stångtjärns
279_Q7_1_TXT,279,Q7_1_TXT,Falun,friluftsområde
281_Q7_1_TXT,281,Q7_1_TXT,Mora,axi
282_Q7_1_TXT,282,Q7_1_TXT,Mora,hemus
283_Q7_1_TXT,283,Q7_1_TXT,Ludvika,ljungåsen
286_Q7_1_TXT,286,Q7_1_TXT,Mora,säxen
290_Q7_1_TXT,290,Q7_1_TXT,Leksand,liden
291_Q7_1_TXT,291,Q7_1_TXT,Borlange,frostbrunsdalen
291_Q7_1_TXT,291,Q7_1_TXT,Borlange,smäcken
293_Q7_1_TXT,293,Q7_1_TXT,Falun,andningsplats
296_Q7_1_TXT,296,Q7_1_TXT,Hedemora,västerby
296_Q7_1_TXT,296,Q7_1_TXT,Hedemora,skjutbana
297_Q7_1_TXT,297,Q7_1_TXT,Sater,orsa
297_Q7_1_TXT,297,Q7_1_TXT,Sater,besparingsskog
298_Q7_1_TXT,298,Q7_1_TXT,Sater,skogen1
299_Q7_1_TXT,299,Q7_1_TXT,Orsa,älvdalens
299_Q7_1_TXT,299,Q7_1_TXT,Orsa,skjutfält
300_Q7_1_TXT,300,Q7_1_TXT,Mora,sälen
301_Q7_1_TXT,301,Q7_1_TXT,Avesta,kanotleden
302_Q7_1_TXT,302,Q7_1_TXT,Sater,njupeskär
304_Q7_1_TXT,304,Q7_1_TXT,Orsa,lofvargardn
305_Q7_1_TXT,305,Q7_1_TXT,Smedjebacken,västerbyhytta
306_Q7_1_TXT,306,Q7_1_TXT,Leksand,lissbjörken
307_Q7_1_TXT,307,Q7_1_TXT,Ludvika,borlänge
308_Q7_1_TXT,308,Q7_1_TXT,Borlange,bjusan
309_Q7_1_TXT,309,Q7_1_TXT,Smedjebacken,söderbärke
310_Q7_1_TXT,310,Q7_1_TXT,Gagnef,bäsna
311_Q7_1_TXT,311,Q7_1_TXT,Ludvika,grillplats
314_Q7_1_TXT,314,Q7_1_TXT,Orsa,skiftet
314_Q7_1_TXT,314,Q7_1_TXT,Orsa,ödarv
315_Q7_1_TXT,315,Q7_1_TXT,Vansbro,sörombäcken
318_Q7_1_TXT,318,Q7_1_TXT,Ludvika,predikstolen
319_Q7_1_TXT,319,Q7_1_TXT,Falun,fjällvärlden
322_Q7_1_TXT,322,Q7_1_TXT,Borlange,bysjön
323_Q7_1_TXT,323,Q7_1_TXT,Vansbro,långsjön
326_Q7_1_TXT,326,Q7_1_TXT,Ludvika,skogen
327_Q7_1_TXT,327,Q7_1_TXT,Falun,lingonplatsen
329_Q7_1_TXT,329,Q7_1_TXT,Falun,halla
330_Q7_1_TXT,330,Q7_1_TXT,Avesta,näset
331_Q7_1_TXT,331,Q7_1_TXT,Gagnef,jaktmarken
332_Q7_1_TXT,332,Q7_1_TXT,Malung-Salen,gnupen
333_Q7_1_TXT,333,Q7_1_TXT,Mora,brednäs
335_Q7_1_TXT,335,Q7_1_TXT,Hedemora,vådsjödammen
336_Q7_1_TXT,336,Q7_1_TXT,Avesta,bostaden
337_Q7_1_TXT,337,Q7_1_TXT,Gagnef,södra
337_Q7_1_TXT,337,Q7_1_TXT,Gagnef,tansbodarna
339_Q7_1_TXT,339,Q7_1_TXT,Vansbro,hemma
340_Q7_1_TXT,340,Q7_1_TXT,Borlange,plättbacken
341_Q7_1_TXT,341,Q7_1_TXT,Rattvik,ensen
342_Q7_1_TXT,342,Q7_1_TXT,Malung-Salen,sälenfjällen
343_Q7_1_TXT,343,Q7_1_TXT,Mora,vårat
343_Q7_1_TXT,343,Q7_1_TXT,Mora,paradis
343_Q7_1_TXT,343,Q7_1_TXT,Mora,hemulån
344_Q7_1_TXT,344,Q7_1_TXT,Vansbro,van
346_Q7_1_TXT,346,Q7_1_TXT,Malung-Salen,rotensugnet
347_Q7_1_TXT,347,Q7_1_TXT,Malung-Salen,forsen
348_Q7_1_TXT,348,Q7_1_TXT,Mora,rekreation
349_Q7_1_TXT,349,Q7_1_TXT,Gagnef,storhälla
350_Q7_1_TXT,350,Q7_1_TXT,Leksand,pärlan
351_Q7_1_TXT,351,Q7_1_TXT,Borlange,älvenrundan
353_Q7_1_TXT,353,Q7_1_TXT,Orsa,paradiset
355_Q7_1_TXT,355,Q7_1_TXT,Borlange,barberget
356_Q7_1_TXT,356,Q7_1_TXT,Ludvika,hemshyttan
357_Q7_1_TXT,357,Q7_1_TXT,Mora,skuråsen
358_Q7_1_TXT,358,Q7_1_TXT,Smedjebacken,skoterleder
360_Q7_1_TXT,360,Q7_1_TXT,Malung-Salen,haftahedarna
361_Q7_1_TXT,361,Q7_1_TXT,Orsa,grönklitt
362_Q7_1_TXT,362,Q7_1_TXT,Ludvika,sommarstuga
363_Q7_1_TXT,363,Q7_1_TXT,Alvdalen,städjan
364_Q7_1_TXT,364,Q7_1_TXT,Sater,skog
364_Q7_1_TXT,364,Q7_1_TXT,Sater,sjö
366_Q7_1_TXT,366,Q7_1_TXT,Orsa,orsa
366_Q7_1_TXT,366,Q7_1_TXT,Orsa,besparingsskog
367_Q7_1_TXT,367,Q7_1_TXT,Ludvika,hem
369_Q7_1_TXT,369,Q7_1_TXT,Smedjebacken,dumtjärn
372_Q7_1_TXT,372,Q7_1_TXT,Rattvik,skogen
373_Q7_1_TXT,373,Q7_1_TXT,Borlange,sjöstugan
373_Q7_1_TXT,373,Q7_1_TXT,Borlange,duvtjärn
373_Q7_1_TXT,373,Q7_1_TXT,Borlange,jättemysigt
373_Q7_1_TXT,373,Q7_1_TXT,Borlange,säsonger
377_Q7_1_TXT,377,Q7_1_TXT,Rattvik,lerdal
377_Q7_1_TXT,377,Q7_1_TXT,Rattvik,omnejd
378_Q7_1_TXT,378,Q7_1_TXT,Malung-Salen,gnupen
379_Q7_1_TXT,379,Q7_1_TXT,Malung-Salen,korpfjäll
380_Q7_1_TXT,380,Q7_1_TXT,Rattvik,snotten
381_Q7_1_TXT,381,Q7_1_TXT,Vansbro,äppelbos
381_Q7_1_TXT,381,Q7_1_TXT,Vansbro,brudskog
382_Q7_1_TXT,382,Q7_1_TXT,Borlange,havtrollet
383_Q7_1_TXT,383,Q7_1_TXT,Falun,hem
384_Q7_1_TXT,384,Q7_1_TXT,Rattvik,hem
392_Q7_1_TXT,392,Q7_1_TXT,Vansbro,snårberget
394_Q7_1_TXT,394,Q7_1_TXT,Orsa,nipfjället
396_Q7_1_TXT,396,Q7_1_TXT,Mora,hemus
397_Q7_1_TXT,397,Q7_1_TXT,Hedemora,skogen
398_Q7_1_TXT,398,Q7_1_TXT,Mora,vårt
398_Q7_1_TXT,398,Q7_1_TXT,Mora,ställe
400_Q7_1_TXT,400,Q7_1_TXT,Borlange,hemma
401_Q7_1_TXT,401,Q7_1_TXT,Falun,orsa
401_Q7_1_TXT,401,Q7_1_TXT,Falun,grönklitt
402_Q7_1_TXT,402,Q7_1_TXT,Rattvik,avlassen
403_Q7_1_TXT,403,Q7_1_TXT,Falun,fjätervålen
406_Q7_1_TXT,406,Q7_1_TXT,Sater,fäboden
408_Q7_1_TXT,408,Q7_1_TXT,Avesta,skogen
408_Q7_1_TXT,408,Q7_1_TXT,Avesta,där
408_Q7_1_TXT,408,Q7_1_TXT,Avesta,växte
412_Q7_1_TXT,412,Q7_1_TXT,Avesta,hällaskogen
413_Q7_1_TXT,413,Q7_1_TXT,Alvdalen,blästa
414_Q7_1_TXT,414,Q7_1_TXT,Rattvik,larsbodarna
415_Q7_1_TXT,415,Q7_1_TXT,Avesta,realsbo
417_Q7_1_TXT,417,Q7_1_TXT,Ludvika,lugn
419_Q7_1_TXT,419,Q7_1_TXT,Borlange,rösåsen
420_Q7_1_TXT,420,Q7_1_TXT,Orsa,orsasjön
421_Q7_1_TXT,421,Q7_1_TXT,Falun,siljan
422_Q7_1_TXT,422,Q7_1_TXT,Borlange,kuså
423_Q7_1_TXT,423,Q7_1_TXT,Malung-Salen,stranden
423_Q7_1_TXT,423,Q7_1_TXT,Malung-Salen,siljan
425_Q7_1_TXT,425,Q7_1_TXT,Ludvika,skeppmora
426_Q7_1_TXT,426,Q7_1_TXT,Ludvika,biskopsnäset
427_Q7_1_TXT,427,Q7_1_TXT,Borlange,vålbergets
427_Q7_1_TXT,427,Q7_1_TXT,Borlange,fäbod
428_Q7_1_TXT,428,Q7_1_TXT,Mora,fu
429_Q7_1_TXT,429,Q7_1_TXT,Borlange,sportfaltett
431_Q7_1_TXT,431,Q7_1_TXT,Falun,idrefjäll
432_Q7_1_TXT,432,Q7_1_TXT,Malung-Salen,sjöändan
433_Q7_1_TXT,433,Q7_1_TXT,Falun,sandlandet
434_Q7_1_TXT,434,Q7_1_TXT,Gagnef,väckarbodarna
436_Q7_1_TXT,436,Q7_1_TXT,Ludvika,grangärde
438_Q7_1_TXT,438,Q7_1_TXT,Alvdalen,brunnsberg
440_Q7_1_TXT,440,Q7_1_TXT,Alvdalen,jaktmarkerna
441_Q7_1_TXT,441,Q7_1_TXT,Malung-Salen,löten
442_Q7_1_TXT,442,Q7_1_TXT,Leksand,östanmor
443_Q7_1_TXT,443,Q7_1_TXT,Leksand,asaklitt
447_Q7_1_TXT,447,Q7_1_TXT,Leksand,idre
448_Q7_1_TXT,448,Q7_1_TXT,Hedemora,mörttjärn
449_Q7_1_TXT,449,Q7_1_TXT,Orsa,ms
454_Q7_1_TXT,454,Q7_1_TXT,Borlange,sotbodarna
455_Q7_1_TXT,455,Q7_1_TXT,Borlange,bysjön
456_Q7_1_TXT,456,Q7_1_TXT,Smedjebacken,skogen
458_Q7_1_TXT,458,Q7_1_TXT,Gagnef,calle
459_Q7_1_TXT,459,Q7_1_TXT,Mora,lämplig
459_Q7_1_TXT,459,Q7_1_TXT,Mora,plats
459_Q7_1_TXT,459,Q7_1_TXT,Mora,för
459_Q7_1_TXT,459,Q7_1_TXT,Mora,promenader
462_Q7_1_TXT,462,Q7_1_TXT,Malung-Salen,stugan
463_Q7_1_TXT,463,Q7_1_TXT,Borlange,barkagärdesskogen
464_Q7_1_TXT,464,Q7_1_TXT,Sater,sommarstugan
465_Q7_1_TXT,465,Q7_1_TXT,Rattvik,skordbrändan
466_Q7_1_TXT,466,Q7_1_TXT,Avesta,skogen
466_Q7_1_TXT,466,Q7_1_TXT,Avesta,närområdet
467_Q7_1_TXT,467,Q7_1_TXT,Sater,naturreservat
467_Q7_1_TXT,467,Q7_1_TXT,Sater,säterdalen
469_Q7_1_TXT,469,Q7_1_TXT,Borlange,torsång
470_Q7_1_TXT,470,Q7_1_TXT,Smedjebacken,hemby
471_Q7_1_TXT,471,Q7_1_TXT,Ludvika,hemma
474_Q7_1_TXT,474,Q7_1_TXT,Mora,lugnt
474_Q7_1_TXT,474,Q7_1_TXT,Mora,tyst
475_Q7_1_TXT,475,Q7_1_TXT,Falun,källslätten
476_Q7_1_TXT,476,Q7_1_TXT,Alvdalen,grundsand
478_Q7_1_TXT,478,Q7_1_TXT,Mora,hemus
480_Q7_1_TXT,480,Q7_1_TXT,Malung-Salen,rösberget
481_Q7_1_TXT,481,Q7_1_TXT,Borlange,valsan
482_Q7_1_TXT,482,Q7_1_TXT,Falun,källslätten
482_Q7_1_TXT,482,Q7_1_TXT,Falun,krusbo
483_Q7_1_TXT,483,Q7_1_TXT,Borlange,bysjörundan
485_Q7_1_TXT,485,Q7_1_TXT,Sater,bispbergs
485_Q7_1_TXT,485,Q7_1_TXT,Sater,klack
486_Q7_1_TXT,486,Q7_1_TXT,Leksand,se
486_Q7_1_TXT,486,Q7_1_TXT,Leksand,människan
488_Q7_1_TXT,488,Q7_1_TXT,Smedjebacken,uvbergsskogen
491_Q7_1_TXT,491,Q7_1_TXT,Ludvika,idre
491_Q7_1_TXT,491,Q7_1_TXT,Ludvika,fjäll
492_Q7_1_TXT,492,Q7_1_TXT,Hedemora,nibbleberget
493_Q7_1_TXT,493,Q7_1_TXT,Ludvika,ridskogen
497_Q7_1_TXT,497,Q7_1_TXT,Mora,hemus
502_Q7_1_TXT,502,Q7_1_TXT,Ludvika,högberget
503_Q7_1_TXT,503,Q7_1_TXT,Avesta,älvpromenaden
503_Q7_1_TXT,503,Q7_1_TXT,Avesta,döda
503_Q7_1_TXT,503,Q7_1_TXT,Avesta,fallen
504_Q7_1_TXT,504,Q7_1_TXT,Alvdalen,brindberg
505_Q7_1_TXT,505,Q7_1_TXT,Vansbro,skramsen
507_Q7_1_TXT,507,Q7_1_TXT,Rattvik,rättvik
508_Q7_1_TXT,508,Q7_1_TXT,Orsa,tuttudden
509_Q7_1_TXT,509,Q7_1_TXT,Smedjebacken,sälen
509_Q7_1_TXT,509,Q7_1_TXT,Smedjebacken,tandådalen
511_Q7_1_TXT,511,Q7_1_TXT,Avesta,egen
511_Q7_1_TXT,511,Q7_1_TXT,Avesta,skog
513_Q7_1_TXT,513,Q7_1_TXT,Rattvik,kaplaskogen
514_Q7_1_TXT,514,Q7_1_TXT,Smedjebacken,barndoms
514_Q7_1_TXT,514,Q7_1_TXT,Smedjebacken,skogen
516_Q7_1_TXT,516,Q7_1_TXT,Gagnef,hemtjärn
516_Q7_1_TXT,516,Q7_1_TXT,Gagnef,bäsna
517_Q7_1_TXT,517,Q7_1_TXT,Borlange,brant
517_Q7_1_TXT,517,Q7_1_TXT,Borlange,många
517_Q7_1_TXT,517,Q7_1_TXT,Borlange,granar
517_Q7_1_TXT,517,Q7_1_TXT,Borlange,mossa
517_Q7_1_TXT,517,Q7_1_TXT,Borlange,vet
517_Q7_1_TXT,517,Q7_1_TXT,Borlange,nålen
517_Q7_1_TXT,517,Q7_1_TXT,Borlange,är
517_Q7_1_TXT,517,Q7_1_TXT,Borlange,exakt
517_Q7_1_TXT,517,Q7_1_TXT,Borlange,där
518_Q7_1_TXT,518,Q7_1_TXT,Malung-Salen,hånäset
520_Q7_1_TXT,520,Q7_1_TXT,Falun,staberg
521_Q7_1_TXT,521,Q7_1_TXT,Alvdalen,brindberg
524_Q7_1_TXT,524,Q7_1_TXT,Leksand,södra
